,season,field,inv_item_name,inv_item_weight,inv_item_unit,inv_item_dose,inv_item_date,yield_fact
4299,2023,50.33.01.017.02,Удобрение 38,387100.4,кг,208.0,2023-05-06,8.6975
7656,2023,50.33.01.017.02,Удобрение 45,143.55,л,1.95,2023-06-02,8.6975
7657,2023,50.33.01.017.02,Удобрение 24,143.55,л,1.95,2023-06-02,8.6975
7765,2023,50.33.01.017.02,Удобрение 45,2329.07,л,1.95,2023-06-04,8.6975
7766,2023,50.33.01.017.02,Удобрение 24,2329.07,л,1.95,2023-06-04,8.6975
15545,2024,50.33.01.017.02,Удобрение 57,566060.46,кг,260.0,2024-04-24,1.6313333333333333
19316,2024,50.33.01.017.02,Удобрение 23,32.5,л,1.3,2024-06-27,1.6313333333333333
19317,2024,50.33.01.017.02,Удобрение 23,292.5,л,1.3,2024-06-27,1.6313333333333333
19372,2024,50.33.01.017.02,Удобрение 23,187.2,л,1.3,2024-06-28,1.6313333333333333
19373,2024,50.33.01.017.02,Удобрение 23,279.39,л,1.3,2024-06-28,1.6313333333333333
2284,2023,50.33.01.017.03,Удобрение 57,218660.0,кг,260.0,2023-04-11,3.04
2285,2023,50.33.01.017.03,Удобрение 57,162500.0,кг,260.0,2023-04-11,3.04
2286,2023,50.33.01.017.03,Удобрение 57,58500.0,кг,260.0,2023-04-11,3.04
5065,2023,50.33.01.017.03,Удобрение 24,9827.64,л,1.95,2023-05-12,3.04
5066,2023,50.33.01.017.03,Удобрение 53,3276.19,л,0.65,2023-05-12,3.04
9609,2023,50.33.01.017.03,Удобрение 38,98271.81,кг,19.5,2023-07-06,3.04
9610,2023,50.33.01.017.03,Удобрение 24,9827.64,л,1.95,2023-07-06,3.04
12290,2024,50.33.01.017.03,Удобрение 14,98806.52,кг,195.0,2023-10-11,2.445
12291,2024,50.33.01.017.03,Удобрение 14,412620.0,кг,195.0,2023-10-11,2.445
6726,2023,50.33.01.018.00,Удобрение 57,99280.81,кг,258.7,2023-05-24,2.86
7279,2023,50.33.01.018.00,Удобрение 24,748.48,л,1.95,2023-05-28,2.86
8625,2023,50.33.01.018.00,Удобрение 24,631.8,л,1.95,2023-06-16,2.86
11656,2024,50.33.01.018.00,Удобрение 14,780.0,кг,195.0,2023-10-01,0.1488888888888889
11657,2024,50.33.01.018.00,Удобрение 14,60334.58,кг,195.0,2023-10-01,0.1488888888888889
11995,2024,50.33.01.018.00,Удобрение 17,62362.32,кг,162.5,2023-10-05,0.1488888888888889
6727,2023,50.33.01.019.00,Удобрение 57,53197.93,кг,258.7,2023-05-24,3.61
7354,2023,50.33.01.019.00,Удобрение 24,400.99,л,1.95,2023-05-29,3.61
8718,2023,50.33.01.019.00,Удобрение 24,400.99,л,1.95,2023-06-17,3.61
6728,2023,50.33.01.020.00,Удобрение 57,9563.21,кг,258.7,2023-05-24,3.775
7355,2023,50.33.01.020.00,Удобрение 24,72.08,л,1.95,2023-05-29,3.775
8719,2023,50.33.01.020.00,Удобрение 24,72.08,л,1.95,2023-06-17,3.775
6729,2023,50.33.01.021.00,Удобрение 57,269064.17,кг,258.7,2023-05-24,3.57
7356,2023,50.33.01.021.00,Удобрение 24,2028.33,л,1.95,2023-05-29,3.57
8720,2023,50.33.01.021.00,Удобрение 24,2028.33,л,1.95,2023-06-17,3.57
2564,2023,50.33.01.022.00,Удобрение 57,3952.0,кг,247.0,2023-04-15,2.84
2565,2023,50.33.01.022.00,Удобрение 57,25849.27,кг,247.0,2023-04-15,2.84
5235,2023,50.33.01.022.00,Удобрение 53,131.71,л,0.65,2023-05-13,2.84
5236,2023,50.33.01.022.00,Удобрение 24,394.95,л,1.95,2023-05-13,2.84
9611,2023,50.33.01.022.00,Удобрение 38,3948.61,кг,19.5,2023-07-06,2.84
9612,2023,50.33.01.022.00,Удобрение 24,394.95,л,1.95,2023-07-06,2.84
4445,2023,50.33.01.023.01,Удобрение 38,51269.92,кг,208.0,2023-05-07,6.44
8036,2023,50.33.01.023.01,Удобрение 45,480.66,л,1.95,2023-06-08,6.44
8037,2023,50.33.01.023.01,Удобрение 24,480.66,л,1.95,2023-06-08,6.44
14875,2024,50.33.01.023.01,Удобрение 57,64087.4,кг,260.0,2024-04-16,1.843333333333333
19318,2024,50.33.01.023.01,Удобрение 23,320.44,л,1.3,2024-06-27,1.843333333333333
7156,2023,50.33.01.024.00,Удобрение 57,3740.96,кг,195.0,2023-05-27,
7811,2023,50.33.01.024.00,Удобрение 24,37.41,л,1.95,2023-06-05,
8806,2023,50.33.01.024.00,Удобрение 24,37.41,л,1.95,2023-06-18,
12547,2024,50.33.01.024.00,Удобрение 16,3117.47,кг,162.5,2023-10-17,6.43
16978,2024,50.33.01.024.00,Удобрение 13,2743.37,кг,143.0,2024-05-14,6.43
4446,2023,50.33.01.025.01,Удобрение 38,8308.02,кг,208.0,2023-05-07,8.235
8038,2023,50.33.01.025.01,Удобрение 24,77.89,л,1.95,2023-06-08,8.235
8039,2023,50.33.01.025.01,Удобрение 45,77.89,л,1.95,2023-06-08,8.235
14876,2024,50.33.01.025.01,Удобрение 57,11086.63,кг,260.0,2024-04-16,2.4799999999999995
19319,2024,50.33.01.025.01,Удобрение 23,55.43,л,1.3,2024-06-27,2.4799999999999995
7005,2023,50.33.01.028.00,Удобрение 57,1243920.86,кг,260.29,2023-05-26,2.1225
7006,2023,50.33.01.028.00,Удобрение 57,1066153.09,кг,260.29,2023-05-26,2.1225
7357,2023,50.33.01.028.00,Удобрение 24,9016.8,л,1.95,2023-05-29,2.1225
7358,2023,50.33.01.028.00,Удобрение 24,8272.16,л,1.95,2023-05-29,2.1225
8721,2023,50.33.01.028.00,Удобрение 24,3120.0,л,1.95,2023-06-17,2.1225
8722,2023,50.33.01.028.00,Удобрение 24,195.0,л,1.95,2023-06-17,2.1225
8723,2023,50.33.01.028.00,Удобрение 24,780.0,л,1.95,2023-06-17,2.1225
8724,2023,50.33.01.028.00,Удобрение 24,955.13,л,1.95,2023-06-17,2.1225
8725,2023,50.33.01.028.00,Удобрение 24,780.0,л,1.95,2023-06-17,2.1225
8726,2023,50.33.01.028.00,Удобрение 24,70.2,л,1.95,2023-06-17,2.1225
8727,2023,50.33.01.028.00,Удобрение 24,195.0,л,1.95,2023-06-17,2.1225
19418,2024,50.33.01.028.00,Удобрение 24,1040.0,л,2.6,2024-06-29,0.32
19419,2024,50.33.01.028.00,Удобрение 24,1040.0,л,2.6,2024-06-29,0.32
19468,2024,50.33.01.028.00,Удобрение 24,223.91,л,2.6,2024-06-30,0.32
19469,2024,50.33.01.028.00,Удобрение 24,4160.0,л,2.6,2024-06-30,0.32
19470,2024,50.33.01.028.00,Удобрение 24,4160.0,л,2.6,2024-06-30,0.32
6730,2023,50.33.01.029.00,Удобрение 57,57356.92,кг,258.7,2023-05-24,1.8233333333333335
7359,2023,50.33.01.029.00,Удобрение 24,432.44,л,1.95,2023-05-29,1.8233333333333335
8728,2023,50.33.01.029.00,Удобрение 24,432.44,л,1.95,2023-06-17,1.8233333333333335
6731,2023,50.33.01.030.00,Удобрение 57,16973.31,кг,258.7,2023-05-24,2.356666666666667
7360,2023,50.33.01.030.00,Удобрение 24,127.94,л,1.95,2023-05-29,2.356666666666667
8729,2023,50.33.01.030.00,Удобрение 24,127.94,л,1.95,2023-06-17,2.356666666666667
17778,2024,50.33.01.030.00,Удобрение 14,9808.7,кг,149.5,2024-05-27,4.48
17842,2024,50.33.01.030.00,Удобрение 38,14499.81,кг,221.0,2024-05-28,4.48
19266,2024,50.33.01.030.00,Удобрение 24,127.94,л,1.95,2024-06-26,4.48
6732,2023,50.33.01.031.00,Удобрение 57,12245.41,кг,258.7,2023-05-24,3.065
7361,2023,50.33.01.031.00,Удобрение 24,92.3,л,1.95,2023-05-29,3.065
8730,2023,50.33.01.031.00,Удобрение 24,92.3,л,1.95,2023-06-17,3.065
17779,2024,50.33.01.031.00,Удобрение 14,7076.49,кг,149.5,2024-05-27,4.72
17843,2024,50.33.01.031.00,Удобрение 38,10460.9,кг,221.0,2024-05-28,4.72
19267,2024,50.33.01.031.00,Удобрение 24,92.3,л,1.95,2024-06-26,4.72
6733,2023,50.33.01.032.00,Удобрение 57,16268.32,кг,258.7,2023-05-24,2.73
7362,2023,50.33.01.032.00,Удобрение 24,122.68,л,1.95,2023-05-29,2.73
8731,2023,50.33.01.032.00,Удобрение 24,122.68,л,1.95,2023-06-17,2.73
17780,2024,50.33.01.032.00,Удобрение 14,9401.29,кг,149.5,2024-05-27,4.495
17844,2024,50.33.01.032.00,Удобрение 38,13897.56,кг,221.0,2024-05-28,4.495
19268,2024,50.33.01.032.00,Удобрение 24,122.68,л,1.95,2024-06-26,4.495
6734,2023,50.33.01.037.00,Удобрение 57,232830.0,кг,258.7,2023-05-24,3.19
6735,2023,50.33.01.037.00,Удобрение 57,75558.02,кг,258.7,2023-05-24,3.19
7363,2023,50.33.01.037.00,Удобрение 24,1431.22,л,1.95,2023-05-29,3.19
7364,2023,50.33.01.037.00,Удобрение 24,780.0,л,1.95,2023-05-29,3.19
8732,2023,50.33.01.037.00,Удобрение 24,4324.37,л,1.95,2023-06-17,3.19
14877,2024,50.33.01.037.00,Удобрение 57,576541.71,кг,260.0,2024-04-16,0.8057142857142857
18977,2024,50.33.01.037.00,Удобрение 24,1123.2,л,1.95,2024-06-18,0.8057142857142857
19016,2024,50.33.01.037.00,Удобрение 24,1039.79,л,1.95,2024-06-19,0.8057142857142857
2511,2023,50.33.01.039.00,Удобрение 57,56160.0,кг,249.6,2023-04-14,2.44
2512,2023,50.33.01.039.00,Удобрение 57,30201.6,кг,249.6,2023-04-14,2.44
2513,2023,50.33.01.039.00,Удобрение 57,30531.97,кг,249.6,2023-04-14,2.44
2514,2023,50.33.01.039.00,Удобрение 57,24960.0,кг,249.6,2023-04-14,2.44
2515,2023,50.33.01.039.00,Удобрение 57,56160.0,кг,249.6,2023-04-14,2.44
5237,2023,50.33.01.039.00,Удобрение 24,7510.32,л,1.95,2023-05-13,2.44
5238,2023,50.33.01.039.00,Удобрение 53,2503.44,л,0.65,2023-05-13,2.44
9713,2023,50.33.01.039.00,Удобрение 24,4.39,л,1.95,2023-07-10,2.44
9714,2023,50.33.01.039.00,Удобрение 38,43.88,кг,19.5,2023-07-10,2.44
9715,2023,50.33.01.039.00,Удобрение 24,83.92,л,1.95,2023-07-10,2.44
9716,2023,50.33.01.039.00,Удобрение 38,839.16,кг,19.5,2023-07-10,2.44
9717,2023,50.33.01.039.00,Удобрение 38,11232.0,кг,19.5,2023-07-10,2.44
9718,2023,50.33.01.039.00,Удобрение 24,1123.2,л,1.95,2023-07-10,2.44
9719,2023,50.33.01.039.00,Удобрение 24,1755.0,л,1.95,2023-07-10,2.44
9720,2023,50.33.01.039.00,Удобрение 38,17550.0,кг,19.5,2023-07-10,2.44
7007,2023,50.33.01.040.00,Удобрение 57,168880.01,кг,258.7,2023-05-26,2.3266666666666667
7365,2023,50.33.01.040.00,Удобрение 24,358.11,л,1.95,2023-05-29,2.3266666666666667
7366,2023,50.33.01.040.00,Удобрение 24,280.8,л,1.95,2023-05-29,2.3266666666666667
8733,2023,50.33.01.040.00,Удобрение 24,432.44,л,1.95,2023-06-17,2.3266666666666667
19471,2024,50.33.01.040.00,Удобрение 24,1697.29,л,2.6,2024-06-30,0.29
6736,2023,50.33.01.041.00,Удобрение 57,27766.17,кг,258.7,2023-05-24,2.125
7367,2023,50.33.01.041.00,Удобрение 24,209.29,л,1.95,2023-05-29,2.125
8734,2023,50.33.01.041.00,Удобрение 24,209.29,л,1.95,2023-06-17,2.125
17781,2024,50.33.01.041.00,Удобрение 14,16045.78,кг,149.5,2024-05-27,4.45
17845,2024,50.33.01.041.00,Удобрение 38,23719.84,кг,221.0,2024-05-28,4.45
19269,2024,50.33.01.041.00,Удобрение 24,209.29,л,1.95,2024-06-26,4.45
7008,2023,50.33.01.042.00,Удобрение 57,2698.99,кг,258.7,2023-05-26,2.84
7451,2023,50.33.01.042.00,Удобрение 24,20.37,л,1.95,2023-05-30,2.84
8735,2023,50.33.01.042.00,Удобрение 24,20.37,л,1.95,2023-06-17,2.84
17782,2024,50.33.01.042.00,Удобрение 14,1559.72,кг,149.5,2024-05-27,4.76
17846,2024,50.33.01.042.00,Удобрение 38,2305.67,кг,221.0,2024-05-28,4.76
19270,2024,50.33.01.042.00,Удобрение 24,20.37,л,1.95,2024-06-26,4.76
6737,2023,50.33.01.043.00,Удобрение 57,7543.69,кг,258.7,2023-05-24,4.38
7368,2023,50.33.01.043.00,Удобрение 24,56.86,л,1.95,2023-05-29,4.38
8736,2023,50.33.01.043.00,Удобрение 24,56.86,л,1.95,2023-06-17,4.38
17783,2024,50.33.01.043.00,Удобрение 14,4359.42,кг,149.5,2024-05-27,4.38
17847,2024,50.33.01.043.00,Удобрение 38,6444.36,кг,221.0,2024-05-28,4.38
19271,2024,50.33.01.043.00,Удобрение 24,56.86,л,1.95,2024-06-26,4.38
6738,2023,50.33.01.044.00,Удобрение 57,8316.92,кг,258.7,2023-05-24,3.61
7369,2023,50.33.01.044.00,Удобрение 24,62.73,л,1.95,2023-05-29,3.61
8737,2023,50.33.01.044.00,Удобрение 24,62.73,л,1.95,2023-06-17,3.61
17784,2024,50.33.01.044.00,Удобрение 14,4806.26,кг,149.5,2024-05-27,4.1850000000000005
17848,2024,50.33.01.044.00,Удобрение 38,7104.91,кг,221.0,2024-05-28,4.1850000000000005
19272,2024,50.33.01.044.00,Удобрение 24,62.73,л,1.95,2024-06-26,4.1850000000000005
7009,2023,50.33.01.045.00,Удобрение 57,4895.25,кг,258.7,2023-05-26,4.35
7370,2023,50.33.01.045.00,Удобрение 24,36.93,л,1.95,2023-05-29,4.35
8738,2023,50.33.01.045.00,Удобрение 24,36.93,л,1.95,2023-06-17,4.35
17785,2024,50.33.01.045.00,Удобрение 14,2828.91,кг,149.5,2024-05-27,5.155
17849,2024,50.33.01.045.00,Удобрение 38,4181.87,кг,221.0,2024-05-28,5.155
19273,2024,50.33.01.045.00,Удобрение 24,36.93,л,1.95,2024-06-26,5.155
7010,2023,50.33.01.046.00,Удобрение 57,39777.71,кг,258.7,2023-05-26,3.635
7371,2023,50.33.01.046.00,Удобрение 24,299.83,л,1.95,2023-05-29,3.635
8739,2023,50.33.01.046.00,Удобрение 24,299.83,л,1.95,2023-06-17,3.635
17786,2024,50.33.01.046.00,Удобрение 14,22987.12,кг,149.5,2024-05-27,4.57
17850,2024,50.33.01.046.00,Удобрение 38,33980.96,кг,221.0,2024-05-28,4.57
19274,2024,50.33.01.046.00,Удобрение 24,70.2,л,1.95,2024-06-26,4.57
19275,2024,50.33.01.046.00,Удобрение 24,79.87,л,1.95,2024-06-26,4.57
4447,2023,50.33.01.047.01,Удобрение 38,244709.92,кг,208.0,2023-05-07,4.96
8119,2023,50.33.01.047.01,Удобрение 45,2294.16,л,1.95,2023-06-09,4.96
8120,2023,50.33.01.047.01,Удобрение 24,2294.16,л,1.95,2023-06-09,4.96
19134,2024,50.33.01.047.01,Удобрение 24,780.0,л,1.95,2024-06-22,4.17
19135,2024,50.33.01.047.01,Удобрение 24,398.76,л,1.95,2024-06-22,4.17
4448,2023,50.33.01.049.00,Удобрение 38,1015999.32,кг,208.0,2023-05-07,7.209999999999999
8040,2023,50.33.01.049.00,Удобрение 45,689.21,л,1.95,2023-06-08,7.209999999999999
8041,2023,50.33.01.049.00,Удобрение 24,689.21,л,1.95,2023-06-08,7.209999999999999
8042,2023,50.33.01.049.00,Удобрение 45,1790.28,л,1.95,2023-06-08,7.209999999999999
8043,2023,50.33.01.049.00,Удобрение 24,1790.28,л,1.95,2023-06-08,7.209999999999999
8121,2023,50.33.01.049.00,Удобрение 45,842.97,л,1.95,2023-06-09,7.209999999999999
8122,2023,50.33.01.049.00,Удобрение 24,842.97,л,1.95,2023-06-09,7.209999999999999
14878,2024,50.33.01.049.00,Удобрение 57,1227119.4,кг,260.0,2024-04-16,0.7275
18978,2024,50.33.01.049.00,Удобрение 24,1755.0,л,1.95,2024-06-18,0.7275
19017,2024,50.33.01.049.00,Удобрение 24,2920.5,л,1.95,2024-06-19,0.7275
4575,2023,50.33.01.050.00,Удобрение 38,36296.85,кг,208.0,2023-05-08,1.9900000000000002
7497,2023,50.33.01.050.00,Удобрение 38,22685.53,кг,130.0,2023-05-31,1.9900000000000002
8172,2023,50.33.01.050.00,Удобрение 45,340.37,л,1.95,2023-06-10,1.9900000000000002
8173,2023,50.33.01.050.00,Удобрение 24,340.37,л,1.95,2023-06-10,1.9900000000000002
2566,2023,50.33.01.051.00,Удобрение 57,6349.11,кг,247.0,2023-04-15,2.19
2567,2023,50.33.01.051.00,Удобрение 57,136405.75,кг,247.0,2023-04-15,2.19
5239,2023,50.33.01.051.00,Удобрение 53,530.74,л,0.65,2023-05-13,2.19
5240,2023,50.33.01.051.00,Удобрение 24,1591.86,л,1.95,2023-05-13,2.19
9747,2023,50.33.01.051.00,Удобрение 24,280.8,л,1.95,2023-07-11,2.19
9748,2023,50.33.01.051.00,Удобрение 38,2808.0,кг,19.5,2023-07-11,2.19
9749,2023,50.33.01.051.00,Удобрение 24,535.51,л,1.95,2023-07-11,2.19
9750,2023,50.33.01.051.00,Удобрение 38,5354.02,кг,19.5,2023-07-11,2.19
2568,2023,50.33.01.052.00,Удобрение 57,58578.52,кг,247.0,2023-04-15,2.79
5241,2023,50.33.01.052.00,Удобрение 24,462.46,л,1.95,2023-05-13,2.79
5242,2023,50.33.01.052.00,Удобрение 53,154.15,л,0.65,2023-05-13,2.79
9721,2023,50.33.01.052.00,Удобрение 24,462.46,л,1.95,2023-07-10,2.79
9722,2023,50.33.01.052.00,Удобрение 38,4624.62,кг,19.5,2023-07-10,2.79
4576,2023,50.33.01.053.00,Удобрение 38,5200.0,кг,208.0,2023-05-08,3.7
7498,2023,50.33.01.053.00,Удобрение 38,3250.0,кг,130.0,2023-05-31,3.7
8174,2023,50.33.01.053.00,Удобрение 24,48.75,л,1.95,2023-06-10,3.7
8175,2023,50.33.01.053.00,Удобрение 45,48.75,л,1.95,2023-06-10,3.7
16403,2024,50.33.01.053.00,Удобрение 14,272.46,кг,149.5,2024-05-03,
16404,2024,50.33.01.053.00,Удобрение 14,3737.5,кг,149.5,2024-05-03,
2569,2023,50.33.01.054.00,Удобрение 57,108194.71,кг,249.6,2023-04-15,1.98
5243,2023,50.33.01.054.00,Удобрение 24,845.27,л,1.95,2023-05-13,1.98
5244,2023,50.33.01.054.00,Удобрение 53,281.76,л,0.65,2023-05-13,1.98
9723,2023,50.33.01.054.00,Удобрение 24,845.27,л,1.95,2023-07-10,1.98
9724,2023,50.33.01.054.00,Удобрение 38,8452.71,кг,19.5,2023-07-10,1.98
16405,2024,50.33.01.054.00,Удобрение 14,64804.12,кг,149.5,2024-05-03,0.26
15546,2024,50.33.01.055.00,Удобрение 57,58266.23,кг,260.0,2024-04-24,3.44
19624,2024,50.33.01.055.00,Удобрение 24,291.33,л,1.3,2024-07-03,3.44
15547,2024,50.33.01.056.00,Удобрение 57,574340.0,кг,260.0,2024-04-24,1.1099999999999999
19625,2024,50.33.01.056.00,Удобрение 24,655.2,л,1.3,2024-07-03,1.1099999999999999
19626,2024,50.33.01.056.00,Удобрение 24,1170.0,л,1.3,2024-07-03,1.1099999999999999
15548,2024,50.33.01.057.01,Удобрение 57,179019.78,кг,260.0,2024-04-24,2.4466666666666668
19627,2024,50.33.01.057.01,Удобрение 24,130.0,л,1.3,2024-07-03,2.4466666666666668
19628,2024,50.33.01.057.01,Удобрение 24,342.86,л,1.3,2024-07-03,2.4466666666666668
15549,2024,50.33.01.057.02,Удобрение 57,7303.4,кг,260.0,2024-04-24,1.03
19629,2024,50.33.01.057.02,Удобрение 24,36.52,л,1.3,2024-07-03,1.03
4449,2023,50.33.01.058.00,Удобрение 38,913476.28,кг,208.0,2023-05-07,5.61
8123,2023,50.33.01.058.00,Удобрение 24,76.7,л,1.95,2023-06-09,5.61
8124,2023,50.33.01.058.00,Удобрение 45,76.7,л,1.95,2023-06-09,5.61
8125,2023,50.33.01.058.00,Удобрение 45,3120.0,л,1.95,2023-06-09,5.61
8126,2023,50.33.01.058.00,Удобрение 24,3120.0,л,1.95,2023-06-09,5.61
8127,2023,50.33.01.058.00,Удобрение 24,780.0,л,1.95,2023-06-09,5.61
8128,2023,50.33.01.058.00,Удобрение 45,780.0,л,1.95,2023-06-09,5.61
19136,2024,50.33.01.058.00,Удобрение 24,8564.27,л,1.95,2024-06-22,4.3175
4450,2023,50.33.01.060.02,Удобрение 38,464962.87,кг,208.0,2023-05-07,6.185
8129,2023,50.33.01.060.02,Удобрение 45,3120.0,л,1.95,2023-06-09,6.185
8130,2023,50.33.01.060.02,Удобрение 24,3120.0,л,1.95,2023-06-09,6.185
8131,2023,50.33.01.060.02,Удобрение 24,103.35,л,1.95,2023-06-09,6.185
8132,2023,50.33.01.060.02,Удобрение 45,103.35,л,1.95,2023-06-09,6.185
15780,2024,50.33.01.060.02,Удобрение 57,570679.85,кг,260.0,2024-04-26,1.9274999999999998
19276,2024,50.33.01.060.02,Удобрение 23,812.5,л,1.3,2024-06-26,1.9274999999999998
19320,2024,50.33.01.060.02,Удобрение 23,620.65,л,1.3,2024-06-27,1.9274999999999998
4451,2023,50.33.01.061.00,Удобрение 38,52650.64,кг,208.0,2023-05-07,6.9
8133,2023,50.33.01.061.00,Удобрение 45,493.7,л,1.95,2023-06-09,6.9
8134,2023,50.33.01.061.00,Удобрение 24,493.7,л,1.95,2023-06-09,6.9
15781,2024,50.33.01.061.00,Удобрение 57,65813.31,кг,260.0,2024-04-26,1.6324999999999998
19321,2024,50.33.01.061.00,Удобрение 23,5.2,л,1.3,2024-06-27,1.6324999999999998
19322,2024,50.33.01.061.00,Удобрение 23,251.53,л,1.3,2024-06-27,1.6324999999999998
